iter	Passed	Remaining
488	1672	1747
489	1675	1744
490	1678	1740
491	1682	1736
492	1685	1732
493	1688	1729
494	1691	1725
495	1694	1721
496	1697	1718
497	1701	1714
498	1704	1711
499	1707	1707
500	1710	1703
501	1713	1699
502	1716	1696
503	1719	1692
504	1722	1688
505	1725	1684
506	1728	1680
507	1731	1676
508	1734	1673
509	1737	1669
510	1740	1665
511	1743	1661
512	1746	1658
513	1749	1654
514	1753	1650
515	1755	1647
516	1758	1643
517	1762	1639
518	1765	1636
519	1768	1632
520	1771	1628
521	1774	1625
522	1777	1621
523	1781	1617
524	1784	1614
525	1787	1610
526	1789	1606
527	1793	1602
528	1796	1599
529	1798	1595
530	1801	1591
531	1804	1587
532	1807	1583
533	1810	1580
534	1813	1576
535	1816	1572
536	1819	1568
537	1822	1565
538	1826	1561
539	1829	1558
540	1832	1554
541	1834	1550
542	1838	1546
543	1841	1543
544	1843	1539
545	1846	1535
546	1850	1532
547	1853	1528
548	1856	1525
549	1859	1521
550	1862	1518
551	1866	1514
552	1869	1510
553	1872	1507
554	1875	1503
555	1878	1500
556	1881	1496
557	1885	1493
558	1888	1489
559	1892	1486
560	1895	1483
561	1899	1480
562	1902	1476
563	1905	1473
564	1908	1469
565	1911	1465
566	1914	1461
567	1917	1458
568	1920	1454
569	1923	1451
570	1926	1447
571	1929	1443
572	1932	1440
573	1935	1436
574	1938	1432
575	1941	1429
576	1944	1425
577	1947	1422
578	1950	1418
579	1953	1414
580	1957	1411
581	1960	1407
582	1963	1404
583	1966	1400
584	1969	1397
585	1972	1393
586	1975	1389
587	1978	1386
588	1981	1382
589	1984	1379
590	1987	1375
591	1991	1372
592	1994	1368
593	1996	1364
594	1999	1361
595	2002	1357
596	2005	1354
597	2008	1350
598	2011	1346
599	2014	1343
600	2017	1339
601	2020	1335
602	2023	1332
603	2026	1328
604	2029	1325
605	2032	1321
606	2035	1317
607	2038	1314
608	2041	1310
609	2045	1307
610	2048	1303
611	2050	1300
612	2053	1296
613	2056	1292
614	2059	1289
615	2062	1285
616	2065	1282
617	2068	1278
618	2071	1274
619	2073	1271
620	2076	1267
621	2079	1263
622	2082	1260
623	2085	1256
624	2088	1253
625	2091	1249
626	2094	1245
627	2097	1242
628	2100	1238
629	2102	1235
630	2105	1231
631	2108	1227
632	2111	1224
633	2114	1220
634	2117	1217
635	2120	1213
636	2123	1210
637	2126	1206
638	2129	1203
639	2133	1200
640	2136	1196
641	2139	1193
642	2142	1189
643	2144	1185
644	2147	1182
645	2150	1178
646	2153	1175
647	2156	1171
648	2159	1167
649	2162	1164
650	2165	1160
651	2168	1157
652	2171	1153
653	2174	1150
654	2177	1146
655	2180	1143
656	2183	1139
657	2186	1136
658	2189	1132
659	2192	1129
660	2195	1126
661	2198	1122
662	2201	1119
663	2204	1115
664	2207	1112
665	2210	1108
666	2213	1105
667	2216	1101
668	2218	1097
669	2221	1094
670	2224	1090
671	2227	1087
672	2231	1084
673	2234	1080
674	2237	1077
675	2239	1073
676	2242	1070
677	2245	1066
678	2248	1063
679	2252	1059
680	2255	1056
681	2257	1052
682	2260	1049
683	2263	1045
684	2266	1042
685	2269	1038
686	2272	1035
687	2275	1031
688	2278	1028
689	2281	1024
690	2284	1021
691	2287	1018
692	2290	1014
693	2293	1011
694	2296	1007
695	2299	1004
696	2302	1000
697	2304	997
698	2307	993
699	2311	990
700	2314	987
701	2317	983
702	2319	980
703	2322	976
704	2326	973
705	2329	970
706	2332	966
707	2335	963
708	2338	959
709	2341	956
710	2344	953
711	2347	949
712	2350	946
713	2353	942
714	2356	939
715	2359	935
716	2362	932
717	2365	928
718	2368	925
719	2371	922
720	2374	918
721	2377	915
722	2380	912
723	2383	908
724	2386	905
725	2389	901
726	2392	898
727	2395	894
728	2398	891
729	2401	888
730	2404	884
731	2406	881
732	2409	877
733	2412	874
734	2415	870
735	2418	867
736	2421	864
737	2424	860
738	2426	857
739	2429	853
740	2433	850
741	2436	847
742	2439	843
743	2441	840
744	2444	836
745	2447	833
746	2450	829
747	2453	826
748	2456	823
749	2459	819
750	2462	816
751	2465	812
752	2468	809
753	2470	806
754	2473	802
755	2476	799
756	2479	795
757	2482	792
758	2485	789
759	2488	785
760	2491	782
761	2494	779
762	2497	775
763	2500	772
764	2503	768
765	2506	765
766	2509	762
767	2511	758
768	2514	755
769	2517	752
770	2520	748
771	2523	745
772	2526	741
773	2529	738
774	2532	735
775	2535	731
776	2538	728
777	2541	725
778	2545	722
779	2548	718
780	2551	715
781	2554	712
782	2557	708
783	2560	705
784	2563	702
785	2566	698
786	2569	695
787	2572	692
788	2575	688
789	2578	685
790	2581	681
791	2584	678
792	2586	675
793	2589	671
794	2592	668
795	2595	665
796	2598	661
797	2601	658
798	2604	655
799	2607	651
800	2611	648
801	2613	645
802	2616	641
803	2619	638
804	2622	635
805	2625	631
806	2627	628
807	2630	625
808	2633	621
809	2636	618
810	2639	615
811	2642	611
812	2645	608
813	2647	605
814	2650	601
815	2653	598
816	2656	595
817	2659	591
818	2663	588
819	2666	585
820	2669	582
821	2672	578
822	2675	575
823	2678	572
824	2681	568
825	2684	565
826	2686	562
827	2689	558
828	2692	555
829	2695	552
830	2698	548
831	2701	545
832	2704	542
833	2706	538
834	2709	535
835	2713	532
836	2716	529
837	2720	525
838	2723	522
839	2727	519
840	2730	516
841	2733	512
842	2736	509
843	2739	506
844	2742	503
845	2745	499
846	2748	496
847	2751	493
848	2754	489
849	2757	486
850	2760	483
851	2763	480
852	2766	476
853	2769	473
854	2773	470
855	2776	467
856	2779	463
857	2782	460
858	2785	457
859	2788	453
860	2790	450
861	2793	447
862	2796	443
863	2799	440
864	2802	437
865	2805	434
866	2808	430
867	2810	427
868	2814	424
869	2817	420
870	2820	417
871	2823	414
872	2826	411
873	2829	407
874	2832	404
875	2835	401
876	2838	398
877	2841	394
878	2844	391
879	2847	388
880	2850	385
881	2853	381
882	2856	378
883	2859	375
884	2862	371
885	2865	368
886	2868	365
887	2871	362
888	2874	358
889	2877	355
890	2880	352
891	2883	349
892	2887	345
893	2890	342
894	2894	339
895	2897	336
896	2900	333
897	2903	329
898	2906	326
899	2910	323
900	2913	320
901	2916	316
902	2919	313
903	2922	310
904	2925	307
905	2928	303
906	2931	300
907	2935	297
908	2937	294
909	2940	290
910	2943	287
911	2946	284
912	2949	281
913	2953	277
914	2956	274
915	2959	271
916	2962	268
917	2965	264
918	2968	261
919	2971	258
920	2974	255
921	2976	251
922	2979	248
923	2982	245
924	2985	242
925	2988	238
926	2991	235
927	2994	232
928	2997	229
929	3000	225
930	3002	222
931	3005	219
932	3008	216
933	3011	212
934	3015	209
935	3017	206
936	3020	203
937	3024	199
938	3027	196
939	3029	193
940	3032	190
941	3035	186
942	3038	183
943	3041	180
944	3044	177
945	3047	173
946	3049	170
947	3052	167
948	3055	164
949	3058	160
950	3062	157
951	3065	154
952	3067	151
953	3070	148
954	3073	144
955	3076	141
956	3079	138
957	3082	135
958	3085	131
959	3088	128
960	3091	125
961	3094	122
962	3097	118
963	3099	115
964	3102	112
965	3105	109
966	3108	106
967	3111	102
968	3114	99
969	3117	96
970	3120	93
971	3123	89
972	3126	86
973	3129	83
974	3132	80
975	3135	77
976	3138	73
977	3141	70
978	3143	67
979	3146	64
980	3149	61
981	3152	57
982	3155	54
983	3158	51
984	3161	48
985	3164	44
986	3168	41
987	3171	38
988	3173	35
989	3176	32
990	3179	28
991	3182	25
992	3185	22
993	3188	19
994	3191	16
995	3194	12
996	3197	9
997	3200	6
998	3203	3
999	3206	0
